,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect,CEQ
1059,Tom needs to test the decarboxylation of organic matter.,The organic matter needs to be heated to provide the conditions for electron migration.,Decarboxylic acid is a common cause of electron migration in the presence of carbon monoxide.,0.02816261037723079,0.0549815656411483,0.03448878734800355,0.026818955263917508
1060,The light bounces off my mirror.,Reflection of light occurred on my mirror.,Reflection is the process of reflecting light off a surface.,0.06450087976588945,0.058867505817822054,0.05223535475419208,-0.0056333739480673925
1061,There are many asteroids in the night sky.,These asteroids form a line.,Asteroids have lines.,0.01990749519346617,0.008162838610167594,0.02752901053131722,0.007621515337851048
1062,This town made a new road last year.,The town's economy is muchu better now.,Roads provide jobs.,0.021079534323213286,0.021519553773522805,0.03434205085754127,0.013262516534327987
1063,Leeches feed on blood.,The doctor used leeches to remove excess blood.,Leeches can also be an effective method of removing excess blood from the body.,0.025938460589658454,0.030164986142299125,0.022967491734319487,0.004226525552640671
1064,Mary used cosmetics.,She felt dry eyes.,Cosmetics can cause dry eyes if they are applied to the skin.,0.004187603338154613,0.018446396723995437,0.00312338961887994,0.014258793385840823
1065,Tom tried to find nettles in the garden.,Tom paied special attention to those white flowers.,Peregrines are one of the few plants with white flowers on their heads.,0.01580564718538138,0.009765438028086196,0.010306560546501331,-0.005499086638880048
1066,The battle is a stimuli.,The battle triggers world war I.,Sensitization is the process of activating the brain to respond to stimuli.,0.008306291543748954,0.008232495852299524,0.027984956467511177,0.019678664923762225
1067,There are some waterways.,Many hippopotamus live there.,Hippopotamuses live in a wide variety of habitats.,0.0009179666997495689,0.038998615391716965,0.0011662175252033404,0.038080648691967395
1068,This bag containing special plastic materials was given to scientists.,The materials were identified.,Necks are a type of plastic used in the manufacture of electronic devices.,0.020052559490144697,0.018992771129596367,0.04569379557686559,0.025641236086720896
1069,The old couple are abondoned by their only son.,Their village takes the responsibility to take care of them.,Towns have responsibility.,0.013499818845956451,0.01141265158197172,0.01563277898968836,0.002132960143731908
1070,Crystallization was used for this solid.,This solid was purified.,Sedimentation is the process of dissolving a solid into a liquid using a process known as crystallization.,0.016177497643882745,0.03329911408500388,0.0321689618273558,0.017121616441121132
1071,There are more than a million asteroids in the universe.,They are very diverse.,Asteroids are among the most diverse of all the life-forms on the planet.,0.0072381697198986095,0.008401803959291436,0.010322044434733644,0.0030838747148350344
1072,The teacher drew a picture of local terrains.,Tom saw waves representing the ravines.,Rivers are a representation of the ravine.,0.1318804830712243,0.011768461683693584,0.09453832231279787,-0.03734216075842643
1073,I am sitting in the library.,Books surrounding me cause my desire to read.,Libraries have books.,0.005828857552373402,0.001797593035126514,0.005450092099256598,-0.00037876545311680415
1074,There used to be a kingdom.,Many people lived in the kingdom.,Kingdoms have populations.,0.002514770665505927,0.004463238843574436,0.0016931778108975905,0.0019484681780685084
1075,Jack looked carefully at the baobabs.,He found that it had grey bark.,Baobabs have grey bark in their bark.,0.07832710224826506,0.059612976317576304,0.06270002102647942,-0.015627081221785633
1076,My mentor stressed the realibility of my measurement.,I began to improve its reproducibility.,Revercibility is the ability of a measurement to reproduce itself in the real world.,0.029749694902426595,0.025203063549271043,0.019839949991257228,-0.004546631353155552
1077,Tom touched the heating steel.,His felt the scalding steel.,Scalding is the process of breaking down a substance into smaller pieces.,0.02227135531353685,0.01605842634962867,0.02287318677502876,0.0006018314614919112
1078,He often feeds herbs to rabbits.,Rabbits rarely get sick.,Rabbits are omnivores.,0.0014582265662035439,0.0012375189564563945,0.0012486840320997822,-0.0002095425341037617
1079,This factory raises a lot of rabbits and foxs.,Fur companies often come to the factory to buy leather.,Fur is made from animal hides.,0.012851393698399757,0.036788170343110875,0.013416285681516019,0.023936776644711118
1080,Tom wants to be president.,His group begins advertising.,Campaigns start with advertisements.,0.0047043984560216625,0.10846478471695088,0.006204452817207507,0.10376038626092922
1081,There has been a historic battle in this city.,Many people have experienced the violent treatment.,Victims suffer from violence.,0.012823267540567996,0.031092273132336586,0.010792451925809098,0.01826900559176859
1082,The structure of sentences can be complicated.,Syntax is not very easy.,Syntax is the process of writing a sentence in a language.,0.012005837933057867,0.06282894082293727,0.01171132293168098,0.05082310288987941
1083,Tom has bought something in a waxy solid state.,He found that was a spermaceti.,Spermaceti is a solid state when it is no longer in the waxy state.,0.016175947740862406,0.03781517659834683,0.020142672030847332,0.021639228857484424
1084,Tom got distracted during the exam.,He got a failure in the examination.,Failure is a serious impairment of the ability to process information.,0.01591428536490501,0.013578598159173165,0.013011692873874058,-0.0023356872057318442
1085,Rita has been jogging for two hours and oxygen in her blood is declining.,Her face looks not as red as she just started jogging.,Oxygen is a vital component of the body's response to exercise.,0.011837477318015816,0.02155623177748606,0.025782910009280766,0.01394543269126495
1086,The villagers found very small microcrystalline interstitial patches.,One of them recognized it as a plagioclase.,Plagioclases are small sub-cellular structures with only a few epithelial layers.,0.008150654593580602,0.006510017553838111,0.0306176418900498,0.022466987296469197
1087,There are more dugongs crowded in the sea.,They reproduce more geerations.,Gerations are a group of marine invertebrates most commonly found in the ocean's shallow waters.,0.019910517416739805,0.014290505529048205,0.06841533761565738,0.048504820198917574
1088,Upper Cave Men lived in humble dens surrounded by rocks.,Scientists thus deduce they have mastered the skill to burrow soil.,Cavemen are skilled burrowers.,0.048823851499585603,0.049084592333504484,0.04593118303493402,0.00026074083391888075
1089,The air is not fresh in my van.,I want to open the window.,I open the windows.,0.01839650129047115,0.02252300388914598,0.019466726422565268,0.004126502598674829
1090,Tom hasn't washed his hair for a long period.,There are a lot of head lice on his hair.,Head lice are one of the most common causes of hair loss in children.,0.05500514168384387,0.07957479577047626,0.0718645547269866,0.024569654086632385
1091,Aunt Li is in charge of cleaning.,She always sneezes at work.,Dizziness is a common symptom of sneezing.,0.0035010105923688807,0.00246754892488077,0.0037086984692892306,0.00020768787692034994
1092,Mary wants some hops to make beer.,Her mother picks some cone-shaped flowers from the hop vine in the yard.,Cone is a member of the rhizobia family.,0.06178517680302015,0.02249515972197751,0.04821630860622669,-0.013568868196793454
1093,A couple were infected by different bacterium.,Both of them took Penicillins and recovered.,Pensils are very sensitive to the presence of a particular bacterium in their blood.,0.04023997524685111,0.03311617061721973,0.03782564924455687,-0.0024143260022942425
1094,The fishermen put four octopuses in a tub.,They fought fiercely with each other.,Octopuses are the most aggressive of all the sea urchins.,0.0035300269166438332,0.0045126616312613456,0.014114413613510648,0.010584386696866815
1095,This man had suffered from hypercalcaemia.,This man had cancer.,Hypercalcaemias are the most common type of cancer in people with a high risk of developing it.,0.025308679041500203,0.027309195642468788,0.030957594847442812,0.005648915805942609
1096,Many Chipmunks selected this forest as their habitat.,The seeds on the ground were decreasing.,Chipmunks prefer to eat the seedlings rather than the plant itself.,0.008149566192266304,0.00907469193360848,0.03786511987118948,0.029715553678923173
1097,Knee jumping reflex is an unconditioned reflex.,Our brain can't control the knee reflex.,Neurophysiology is the study of the brain's ability to control the movement of the foot in response to.,0.053395592531970064,0.05669899798096553,0.04753719639895498,0.003303405448995468
