The woman gave birth to a child. The child brought psycho-physical phenomena on a new life.,Birth is the arising of the psycho-physical phenomena.,Psycho-psychology is the study of the effects of the mind on the body.
The government published a ne policy. The public knew its meaning.,Policy makes senses.,Neologism is the study of the meaning of life.
Tom's skin was exposed to the sun for a long time. He was sunburned.,Sunburn is actually the skin's response to injury.,Sunburn is a common cause of skin irritation caused by exposure to the ultraviolet rays of the sun.
The boy is prone to sweating excessively. The boy suffers from tinea.,Tinea occurs in people who perspire a lot.,Tinea is a common side effect of excessive sweating.
He has been busy all day long. He is exhausted now with full fatigue.,Fatigue results from everyday activities.,Fainting can be a symptom of fatigue in many people with chronic fatigue syndrome.
Jerry sweated a lot. He had a cramp.,Cramps are due to severe loss of water through sweating.,Sweat causes cramps.
It's a very special environment here. It's an estuary.,Estuaries provide unique environments.,Estuaries are the natural habitats of the sea urchins.
The bank raised interest on savings to attract the public. The number of citizens coming to the bank to make deposits has increased.,Interest is the price banks pay to encourage people to save at the bank.,Deposits are a way of attracting the public to deposit money.
Jack leaves Beijing. Jack suffered from disassociation mentally.,Disassociation is the mental separation of person from place.,Disassociation is a mental illness caused by the loss of one's sense of self.
Scientists have collected a lot of invertebrates. Scientist can cleary classify them.,Scientists classify invertebrates based on their structure.,Orioles are one of the most common invertebrate groups found in the wild.
Logan put some neodymium into a beaker of liquid magnesium. The neodymium dissolved.,Neodymium is soluble in liquid magnesium.,Nemium dissolves in a solution of sodium bicarbonate to dissolve in the liquid.
Tom has seen two spruces. He found that they reached the same height.,Spruces have same height.,Spruces reach heights.
Tom was suffered a strange skin disease. The doctor suggested that he should take use of the phytotherapy and buy some medicine containing natural plants.,Phytotherapy denotes treatment with medications produced from natural plant products.,Phytotherapy is a drug used to treat a variety of skin diseases.
John went to the zoo to see the theropods. He took a lot of pictures of different animals.,Theropods are a diverse group.,Pythons are one of the most famous of all theropod species.
Linda always pays her debt in time. She has good credits.,Credit is the deferral of the payment of any debt.,Credit is the ability to pay off a debt.
He has a need for heating. He bought a heater.,Heaters serve purposes.,Harmonization is the process of heating an object to a certain temperature.
Lucy smelt the ladybugs. She found the  foul-tasting liquid from their limbs smelly.,Ladybugs also have the ability to release foul-tasting liquid from their limbs.,Ladybugs are one of the few insects known to have a digestive system capable of digesting the foul liquid.
"Tom bought a bulb two years ago. Recently, it has entered the flowering stage.",Bulbils take about two years to reach bloom stage.,Bollum is one of the oldest flowering plants in the plant family.
"Tom bought a plaster to treat the rash. He applied it on his back, hands and feet.",Rashes occur in arious places on the body.,Pellet is used to treat rashes on the backs of the legs.
Tanager belongs to sparrow. Tanager is fed on worms.,Tanagers eat insects.,Sparrows feed on nematodes.
Mary is a feminist. Mary devotes herself in feminism course.,Feminism is the mind the body the soul.,Feminism is the movement to bring women into the mainstream of society by bringing women into their lives.
They encountered an incident. They looked for the protocols for explaination.,Incidents follow proper protocols.,Protocols describe protocols used to explain incidents.
A couple of parents are looking for their lost child. Someone offered clues accoding to the photo they posted online.,Citizens post photos.,Censorship is the process of removing evidence from the public domain.
Tom is a transsexual. The  reassignment expressed his perceived inner identities.,Transsexuals say they undergo reassignment mainly to express their perceived inner identities.,Transsexuals are people who identify with their assigned sex at birth.
The racers entered the deceleration phase. Bob decreased the speed to 50km/h.,Deceleration is the decrease of velocity.,Deceleration is the rate at which a vehicle accelerates from one end of the road to the other.
My pet was infected by microscopic animals called coccidia. It had Coccidiosis.,Coccidiosis is caused by microscopic animals called coccidia.,Coccidioids are microscopic animals with a small number of macrophages on their outer surface.
